step,seq_id,frame_idx,active_points,true_lane,lane_tp,lane_to_road,lane_to_other,road_to_lane,other_to_lane,predicted_lane,lane_false_positive,lane_recall,lane_precision,lane_f1,lane_iou,lane_to_road_rate,lane_tp_intensity_mean,lane_tp_intensity_median,lane_to_road_intensity_mean,lane_to_road_intensity_median,road_to_lane_intensity_mean,road_to_lane_intensity_median,lane_tp_range_mean,lane_tp_range_median,lane_to_road_range_mean,lane_to_road_range_median
1568,038,62,15892,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1569,124,22,16362,46,13,33,0,42,10,65,52,0.2826086956521739,0.2,0.23423423423423423,0.1326530612244898,0.717391304347826,52.0,54.0,5.969696998596191,6.0,19.904762268066406,14.0,57.41009521484375,51.19736862182617,59.62636184692383,57.112220764160156
1570,123,59,16365,291,277,14,0,205,0,482,205,0.9518900343642611,0.5746887966804979,0.7166882276843467,0.5584677419354839,0.048109965635738834,60.92893981933594,61.0,25.2261905670166,26.0,34.20414733886719,30.0,10.511836051940918,10.077605247497559,9.523404121398926,9.167474269866943
1571,037,59,16354,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1572,038,17,16382,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1573,034,51,16382,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1574,054,44,16374,69,46,23,0,93,90,229,183,0.6666666666666666,0.20087336244541484,0.3087248322147651,0.18253968253968253,0.3333333333333333,32.71739196777344,31.0,9.0,9.0,23.322580337524414,22.0,38.44397735595703,37.69978332519531,53.906639099121094,49.10820007324219
1575,013,18,16380,257,102,148,7,165,11,278,176,0.3968871595330739,0.3669064748201439,0.3813084112149533,0.23556581986143188,0.5758754863813229,55.407676696777344,47.75,30.33220672607422,29.0,38.60898971557617,35.0,11.099900245666504,10.451974868774414,12.741168022155762,11.927789211273193
1576,037,31,16380,0,0,0,0,6,34,40,40,,0.0,0.0,0.0,,,,,,4.0,5.0,,,,
1577,037,39,16384,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1578,106,56,16378,39,39,0,0,50,0,89,50,1.0,0.43820224719101125,0.609375,0.43820224719101125,0.0,48.07692337036133,49.0,,,37.439998626708984,37.0,21.973939895629883,21.00547218322754,,
1579,124,57,16368,59,43,16,0,60,5,108,65,0.7288135593220338,0.39814814814814814,0.5149700598802395,0.3467741935483871,0.2711864406779661,46.55813980102539,45.0,6.0625,4.5,26.03333282470703,28.0,44.39676284790039,42.20243835449219,49.97200012207031,50.357337951660156
1580,124,35,16361,104,104,0,0,90,0,194,90,1.0,0.5360824742268041,0.697986577181208,0.5360824742268041,0.0,58.36538314819336,59.500003814697266,,,38.733333587646484,34.75,14.53864574432373,13.609458446502686,,
1581,013,40,16347,242,176,56,10,231,49,456,280,0.7272727272727273,0.38596491228070173,0.504297994269341,0.3371647509578544,0.23140495867768596,46.383522033691406,47.0,23.053571701049805,24.5,38.4112548828125,38.0,30.231605529785156,28.970065116882324,30.162755966186523,28.175442695617676
1582,123,60,16370,97,95,2,0,181,0,276,181,0.979381443298969,0.3442028985507246,0.5093833780160858,0.34172661870503596,0.020618556701030927,58.064910888671875,57.0,30.0,30.0,39.22928237915039,34.5,16.716753005981445,16.55170440673828,12.786003112792969,12.786003589630127
1583,054,77,16375,415,70,345,0,43,217,330,260,0.1686746987951807,0.21212121212121213,0.18791946308724833,0.1037037037037037,0.8313253012048193,50.07143020629883,43.0,29.405797958374023,30.0,35.33720779418945,33.0,22.857868194580078,23.740365028381348,17.622543334960938,16.80124282836914
1584,013,8,16264,279,131,139,9,135,51,317,186,0.46953405017921146,0.41324921135646686,0.4395973154362416,0.2817204301075269,0.4982078853046595,50.96055603027344,51.0,34.09053039550781,35.0,41.3160514831543,38.0,21.698272705078125,22.16345977783203,16.767118453979492,15.248174667358398
1585,106,47,16384,48,48,0,0,36,0,84,36,1.0,0.5714285714285714,0.7272727272727273,0.5714285714285714,0.0,47.03125,48.0,,,34.01388931274414,34.0,16.37751579284668,16.06587028503418,,
1586,124,39,16368,62,35,22,5,97,5,137,102,0.5645161290322581,0.25547445255474455,0.35175879396984927,0.21341463414634146,0.3548387096774194,42.599998474121094,45.0,3.8181817531585693,2.0,20.731958389282227,15.0,47.770790100097656,44.70683670043945,61.3758544921875,56.357229232788086
1587,106,12,16374,161,131,30,0,35,2,168,37,0.8136645962732919,0.7797619047619048,0.7963525835866262,0.6616161616161617,0.18633540372670807,39.72264862060547,41.0,26.04722023010254,27.0,37.38571548461914,33.0,12.061861038208008,9.661053657531738,9.359973907470703,9.014348983764648
1588,054,58,16378,324,62,262,0,103,421,586,524,0.19135802469135801,0.10580204778156997,0.13626373626373625,0.07311320754716981,0.808641975308642,47.959678649902344,41.0,29.507633209228516,30.0,30.936893463134766,32.0,20.930011749267578,19.187196731567383,17.1281795501709,16.086045265197754
1589,013,76,16378,72,43,18,11,54,25,122,79,0.5972222222222222,0.3524590163934426,0.44329896907216493,0.2847682119205298,0.25,41.74418640136719,43.0,22.38888931274414,22.5,31.851852416992188,28.5,35.347900390625,32.926334381103516,42.65102005004883,48.831953048706055
1590,034,4,16384,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1591,034,25,16381,0,0,0,0,52,0,52,52,,0.0,0.0,0.0,,,,,,45.644229888916016,46.25,,,,
1592,038,40,16377,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1593,123,56,16372,532,227,305,0,225,5,457,230,0.4266917293233083,0.49671772428884026,0.4590495449949444,0.2979002624671916,0.5733082706766918,59.73347854614258,57.0,29.49917984008789,29.5,39.93881607055664,34.333335876464844,14.146492958068848,12.629690170288086,15.097673416137695,14.833486557006836
1594,034,34,16370,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1595,106,17,16302,201,186,15,0,52,0,238,52,0.9253731343283582,0.7815126050420168,0.8473804100227791,0.7351778656126482,0.07462686567164178,39.609317779541016,34.5,30.677776336669922,29.66666603088379,31.875,29.0,10.8340482711792,10.717316627502441,10.675692558288574,9.771308898925781
1596,124,35,16378,110,110,0,0,82,0,192,82,1.0,0.5729166666666666,0.7284768211920529,0.5729166666666666,0.0,61.77727127075195,71.5,,,33.8028450012207,31.0,13.007257461547852,12.996769905090332,,
1597,038,9,15838,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1598,123,44,16360,229,134,11,84,195,32,361,227,0.5851528384279476,0.37119113573407203,0.4542372881355932,0.29385964912280704,0.048034934497816595,47.25373077392578,44.0,21.454545974731445,19.0,37.66923141479492,37.0,24.658798217773438,25.1069974899292,23.505102157592773,23.76425552368164
1599,124,39,16368,54,29,25,0,94,6,129,100,0.5370370370370371,0.2248062015503876,0.31693989071038253,0.18831168831168832,0.46296296296296297,48.31034469604492,51.0,4.480000019073486,3.0,22.446807861328125,16.0,47.35007095336914,44.636924743652344,61.05644607543945,56.60012435913086
1600,034,9,16377,0,0,0,0,22,0,22,22,,0.0,0.0,0.0,,,,,,47.068180084228516,47.75,,,,
1601,034,48,16383,0,0,0,0,27,0,27,27,,0.0,0.0,0.0,,,,,,45.25061798095703,45.333335876464844,,,,
1602,038,68,16311,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1603,124,38,16363,72,72,0,0,201,0,273,201,1.0,0.26373626373626374,0.41739130434782606,0.26373626373626374,0.0,63.25,66.0,,,36.131839752197266,35.0,23.26877212524414,22.751582145690918,,
1604,013,33,16236,446,280,158,8,193,33,506,226,0.6278026905829597,0.5533596837944664,0.5882352941176471,0.4166666666666667,0.3542600896860987,43.85773849487305,44.0,33.539031982421875,36.0,38.09758377075195,34.0,18.7021484375,14.576519012451172,20.08345603942871,18.882365226745605
1605,116,18,16362,21,17,0,4,24,0,41,24,0.8095238095238095,0.4146341463414634,0.5483870967741935,0.37777777777777777,0.0,49.35293960571289,52.0,,,36.91666793823242,36.0,22.461990356445312,21.158283233642578,,
1606,116,76,16355,286,126,160,0,108,0,234,108,0.4405594405594406,0.5384615384615384,0.4846153846153846,0.3197969543147208,0.5594405594405595,47.126983642578125,47.0,27.334375381469727,28.0,36.4158935546875,32.5,16.690162658691406,13.881896495819092,17.477508544921875,16.632827758789062
1607,123,45,16383,144,116,28,0,110,0,226,110,0.8055555555555556,0.5132743362831859,0.6270270270270271,0.4566929133858268,0.19444444444444445,59.49913787841797,59.666664123535156,29.88987922668457,29.0,40.60302734375,31.0,12.886321067810059,13.247564315795898,10.638208389282227,10.243285179138184
1608,013,11,16381,363,193,162,8,132,58,383,190,0.5316804407713499,0.5039164490861618,0.517426273458445,0.34900542495479203,0.4462809917355372,49.57685852050781,49.5,30.297327041625977,30.0,35.40593719482422,33.0,10.593489646911621,10.467992782592773,10.753742218017578,10.092156887054443
1609,054,76,16359,364,118,246,0,100,336,554,436,0.3241758241758242,0.21299638989169675,0.2570806100217865,0.1475,0.6758241758241759,59.971187591552734,57.25,28.573171615600586,29.0,27.670665740966797,29.5,10.575085639953613,9.362232208251953,12.129776000976562,11.875599384307861
1610,038,44,16382,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1611,123,46,16373,543,199,344,0,260,82,541,342,0.3664825046040516,0.3678373382624769,0.3671586715867159,0.2248587570621469,0.6335174953959485,58.97194290161133,58.0,29.242006301879883,30.0,38.793907165527344,33.0,14.423469543457031,13.111764907836914,16.11455535888672,15.612728118896484
1612,054,26,16384,0,0,0,0,0,4,4,4,,0.0,0.0,0.0,,,,,,,,,,,
1613,106,71,16381,69,46,12,11,17,24,87,41,0.6666666666666666,0.5287356321839081,0.5897435897435898,0.41818181818181815,0.17391304347826086,45.58695602416992,40.0,4.583333492279053,5.0,15.117647171020508,15.0,48.4813346862793,42.84379768371582,65.77715301513672,55.66822814941406
1614,013,0,16368,438,151,285,2,103,1,255,104,0.3447488584474886,0.592156862745098,0.4357864357864358,0.2785977859778598,0.6506849315068494,45.72461700439453,48.0,30.295202255249023,29.0,36.47572708129883,33.0,12.67155647277832,12.137594223022461,12.491440773010254,11.98845100402832
1615,037,0,16381,0,0,0,0,0,4,4,4,,0.0,0.0,0.0,,,,,,,,,,,
1616,116,79,16366,98,60,36,2,46,13,119,59,0.6122448979591837,0.5042016806722689,0.5529953917050692,0.3821656050955414,0.3673469387755102,38.83333206176758,42.0,10.11111068725586,6.0,27.54347801208496,34.5,35.688499450683594,31.219735145568848,35.015621185302734,34.1146240234375
1617,013,10,16259,309,163,138,8,153,4,320,157,0.5275080906148867,0.509375,0.5182829888712241,0.3497854077253219,0.44660194174757284,50.98978042602539,50.0,34.75724792480469,35.0,40.17538070678711,37.0,23.027597427368164,25.185592651367188,18.55517578125,16.10176372528076
1618,124,50,16360,353,159,194,0,149,0,308,149,0.45042492917847027,0.5162337662337663,0.481089258698941,0.31673306772908366,0.5495750708215298,58.09748458862305,60.50000762939453,31.646907806396484,32.0,38.81543731689453,35.0,16.52811622619629,15.030338287353516,18.444278717041016,18.0504732131958
1619,106,29,16382,54,31,23,0,11,5,47,16,0.5740740740740741,0.6595744680851063,0.6138613861386139,0.44285714285714284,0.42592592592592593,38.83871078491211,31.0,9.608695983886719,5.0,28.454545974731445,27.0,36.073089599609375,35.99515151977539,43.675498962402344,42.82061004638672
1620,034,48,16382,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1621,124,17,16375,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1622,124,49,16372,66,30,36,0,41,26,97,67,0.45454545454545453,0.30927835051546393,0.36809815950920244,0.22556390977443608,0.5454545454545454,51.13333511352539,51.5,6.30555534362793,5.0,19.14634132385254,13.0,49.454593658447266,47.34225845336914,50.12074279785156,49.30028533935547
1623,034,51,16383,0,0,0,0,35,0,35,35,,0.0,0.0,0.0,,,,,,42.4571418762207,42.0,,,,
1624,013,58,16381,227,62,112,53,27,8,97,35,0.27312775330396477,0.6391752577319587,0.38271604938271603,0.2366412213740458,0.4933920704845815,47.725807189941406,48.5,35.49106979370117,38.0,54.37036895751953,40.0,28.161962509155273,25.83594799041748,24.9888916015625,22.71451759338379
1625,034,79,16384,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1626,037,15,16377,0,0,0,0,0,1,1,1,,0.0,0.0,0.0,,,,,,,,,,,
1627,054,48,16382,413,109,297,7,113,263,485,376,0.2639225181598063,0.22474226804123712,0.24276169265033407,0.13814955640050697,0.7191283292978208,40.46330261230469,34.0,28.772727966308594,30.0,31.77581024169922,32.0,18.804033279418945,17.28616714477539,17.09646987915039,16.002986907958984
1628,038,17,16382,0,0,0,0,0,1,1,1,,0.0,0.0,0.0,,,,,,,,,,,
1629,054,15,16380,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1630,124,19,16352,24,24,0,0,87,0,111,87,1.0,0.21621621621621623,0.35555555555555557,0.21621621621621623,0.0,56.95833206176758,57.5,,,40.04597854614258,36.0,28.491281509399414,26.833638191223145,,
1631,038,79,16325,0,0,0,0,2,0,2,2,,0.0,0.0,0.0,,,,,,42.0,42.0,,,,
1632,116,35,16340,335,148,182,5,263,142,553,405,0.4417910447761194,0.26763110307414106,0.3333333333333333,0.2,0.5432835820895522,26.33108139038086,18.5,11.258241653442383,11.0,19.638782501220703,17.0,39.51268768310547,34.86343765258789,33.15665817260742,29.171191215515137
1633,123,68,16362,47,13,34,0,64,72,149,136,0.2765957446808511,0.087248322147651,0.1326530612244898,0.07103825136612021,0.723404255319149,18.69230842590332,21.0,3.441176414489746,3.0,33.640625,39.0,76.22828674316406,78.03470611572266,67.79007720947266,61.549617767333984
1634,038,55,16366,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1635,013,48,16374,67,39,16,12,42,24,105,66,0.582089552238806,0.37142857142857144,0.45348837209302323,0.2932330827067669,0.23880597014925373,52.74359130859375,57.0,10.5,10.5,37.83333206176758,31.0,37.550689697265625,35.54646301269531,60.83056640625,60.0405158996582
1636,123,8,16373,634,199,435,0,183,0,382,183,0.3138801261829653,0.5209424083769634,0.39173228346456695,0.24357405140758873,0.6861198738170347,47.475711822509766,41.0,28.200767517089844,29.0,40.29235076904297,35.0,20.321916580200195,20.933757781982422,18.3264217376709,16.827363967895508
1637,123,1,16360,435,120,315,0,132,0,252,132,0.27586206896551724,0.47619047619047616,0.34934497816593885,0.21164021164021163,0.7241379310344828,55.93889236450195,56.0,28.73015785217285,30.0,39.9886360168457,35.0,17.72564697265625,15.762778759002686,17.98457908630371,17.005359649658203
1638,013,41,16354,123,95,24,4,107,75,277,182,0.7723577235772358,0.34296028880866425,0.475,0.3114754098360656,0.1951219512195122,42.894737243652344,44.0,17.1875,19.0,32.48598098754883,30.0,36.358978271484375,35.05524444580078,38.960113525390625,32.25186061859131
1639,116,46,16362,297,142,155,0,192,22,356,214,0.4781144781144781,0.398876404494382,0.4349157733537519,0.27788649706457924,0.5218855218855218,27.845069885253906,21.5,9.199999809265137,9.0,17.53125,10.0,42.2443962097168,33.3714714050293,40.121646881103516,33.86368179321289
1640,116,3,16345,39,13,26,0,15,0,28,15,0.3333333333333333,0.4642857142857143,0.3880597014925373,0.24074074074074073,0.6666666666666666,46.92307662963867,46.0,28.115385055541992,29.0,40.66666793823242,37.0,24.38808822631836,24.104476928710938,15.740072250366211,16.121506690979004
1641,054,23,16376,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1642,106,3,16368,40,32,0,8,90,0,122,90,0.8,0.26229508196721313,0.3950617283950617,0.24615384615384617,0.0,52.78125,48.0,,,37.36666488647461,38.0,28.60126495361328,28.24717426300049,,
1643,116,41,16382,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1644,013,22,16336,71,46,16,9,35,28,109,63,0.647887323943662,0.42201834862385323,0.5111111111111111,0.34328358208955223,0.22535211267605634,47.760868072509766,50.5,14.9375,11.5,31.200000762939453,28.0,42.92203903198242,39.73711395263672,55.39552688598633,52.06240653991699
1645,054,36,16384,174,134,40,0,142,173,449,315,0.7701149425287356,0.2984409799554566,0.4301765650080257,0.2740286298568507,0.22988505747126436,27.761194229125977,28.0,7.300000190734863,6.0,25.528169631958008,24.0,26.573558807373047,26.10896873474121,37.797340393066406,37.651174545288086
1646,116,77,16348,388,122,266,0,83,0,205,83,0.31443298969072164,0.5951219512195122,0.4114671163575042,0.25902335456475584,0.6855670103092784,40.84016418457031,33.0,21.14285659790039,22.0,29.674697875976562,33.0,26.659244537353516,27.655707359313965,22.35080909729004,21.07971954345703
1647,123,32,16360,151,80,69,2,192,14,286,206,0.5298013245033113,0.27972027972027974,0.36613272311212813,0.22408963585434175,0.45695364238410596,31.299999237060547,26.5,8.840579986572266,10.0,23.609375,22.0,36.61683654785156,35.15443420410156,40.51984786987305,37.364837646484375
1648,037,35,16384,0,0,0,0,0,13,13,13,,0.0,0.0,0.0,,,,,,,,,,,
1649,116,9,16330,226,114,98,14,75,27,216,102,0.504424778761062,0.5277777777777778,0.5158371040723982,0.3475609756097561,0.4336283185840708,17.16666603088379,13.0,6.530612468719482,5.0,21.280000686645508,17.0,40.344757080078125,39.13999557495117,37.7155876159668,33.78249549865723
1650,054,20,16383,0,0,0,0,0,2,2,2,,0.0,0.0,0.0,,,,,,,,,,,
1651,106,31,16380,85,64,15,6,40,0,104,40,0.7529411764705882,0.6153846153846154,0.6772486772486772,0.512,0.17647058823529413,44.4296875,44.5,31.600000381469727,35.0,43.88750076293945,37.0,21.831138610839844,19.33098602294922,21.69085121154785,20.21198844909668
1652,106,73,16382,72,52,19,1,21,16,89,37,0.7222222222222222,0.5842696629213483,0.6459627329192547,0.47706422018348627,0.2638888888888889,38.75,40.0,5.789473533630371,5.0,15.0,17.0,41.479698181152344,39.00518798828125,46.8648796081543,46.249610900878906
1653,037,57,16368,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1654,037,31,16380,0,0,0,0,4,31,35,35,,0.0,0.0,0.0,,,,,,0.25,0.0,,,,
1655,116,27,16368,370,98,272,0,71,89,258,160,0.2648648648648649,0.3798449612403101,0.31210191082802546,0.18490566037735848,0.7351351351351352,41.998294830322266,40.25,20.674633026123047,25.0,29.58450698852539,27.0,21.902305603027344,18.297622680664062,22.839263916015625,21.4375581741333
1656,116,77,16355,239,88,151,0,100,0,188,100,0.3682008368200837,0.46808510638297873,0.41217798594847777,0.25958702064896755,0.6317991631799164,48.147727966308594,47.0,27.082780838012695,28.0,34.073333740234375,33.0,17.19194984436035,18.327404022216797,17.87530517578125,16.715553283691406
1657,038,51,15909,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1658,037,77,16095,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1659,034,13,16382,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1660,038,48,15858,0,0,0,0,0,1,1,1,,0.0,0.0,0.0,,,,,,,,,,,
1661,054,30,16366,0,0,0,0,5,100,105,105,,0.0,0.0,0.0,,,,,,31.399999618530273,31.0,,,,
1662,054,52,16384,351,49,302,0,42,258,349,300,0.1396011396011396,0.14040114613180515,0.14,0.07526881720430108,0.8603988603988604,49.43877410888672,38.0,28.805463790893555,29.0,30.035715103149414,30.0,13.616235733032227,13.458861351013184,13.447183609008789,13.05337142944336
1663,123,51,16324,81,81,0,0,232,11,324,243,1.0,0.25,0.4,0.25,0.0,60.99382781982422,60.0,,,39.381465911865234,36.0,21.23457908630371,19.435396194458008,,
1664,123,28,16378,53,51,2,0,76,0,127,76,0.9622641509433962,0.4015748031496063,0.5666666666666667,0.3953488372093023,0.03773584905660377,55.33333206176758,53.0,38.5,38.5,40.519737243652344,38.0,18.058130264282227,15.660167694091797,25.935976028442383,25.935976028442383
1665,124,56,16364,134,114,19,1,94,9,217,103,0.8507462686567164,0.5253456221198156,0.6495726495726496,0.4810126582278481,0.1417910447761194,32.596492767333984,24.5,11.8421049118042,8.0,29.148935317993164,36.0,37.959415435791016,34.874528884887695,41.33070373535156,41.5482063293457
1666,054,69,16368,33,33,0,0,146,336,515,482,1.0,0.06407766990291262,0.12043795620437957,0.06407766990291262,0.0,57.15151596069336,47.0,,,32.67008972167969,33.0,18.98029327392578,21.394628524780273,,
1667,038,36,16381,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1668,013,18,16336,47,37,7,3,31,5,73,36,0.7872340425531915,0.5068493150684932,0.6166666666666667,0.4457831325301205,0.14893617021276595,43.135135650634766,47.0,10.142857551574707,10.0,24.516128540039062,26.0,46.9116325378418,43.0085334777832,58.72793197631836,57.54478073120117
1669,034,73,16375,0,0,0,0,1,0,1,1,,0.0,0.0,0.0,,,,,,43.79999923706055,43.79999923706055,,,,
1670,054,59,16382,80,51,29,0,46,126,223,172,0.6375,0.22869955156950672,0.33663366336633666,0.20238095238095238,0.3625,31.117647171020508,29.0,6.482758522033691,5.0,16.086956024169922,14.0,41.92042922973633,40.01066589355469,61.2082633972168,58.708412170410156
1671,116,50,16347,188,87,101,0,66,0,153,66,0.4627659574468085,0.5686274509803921,0.5102639296187683,0.3425196850393701,0.5372340425531915,50.38697052001953,48.0,24.712871551513672,28.0,34.35606002807617,35.0,17.52809715270996,18.02058982849121,20.59111213684082,19.527236938476562
1672,124,79,16378,558,311,247,0,95,0,406,95,0.557347670250896,0.7660098522167488,0.6452282157676349,0.4762633996937213,0.44265232974910396,50.187782287597656,54.0,29.514575958251953,30.0,28.652734756469727,28.5,8.991804122924805,8.665095329284668,12.47359561920166,12.72300910949707
1673,013,69,16244,404,201,200,3,134,35,370,169,0.4975247524752475,0.5432432432432432,0.5193798449612403,0.3507853403141361,0.49504950495049505,47.10198974609375,45.0,32.055416107177734,31.0,39.282962799072266,34.0,11.86103630065918,11.21810531616211,12.553173065185547,11.015040874481201
1674,123,20,16366,114,103,11,0,131,0,234,131,0.9035087719298246,0.44017094017094016,0.5919540229885057,0.4204081632653061,0.09649122807017543,57.6456298828125,62.5,36.1363639831543,37.0,39.450382232666016,36.0,17.503429412841797,16.079967498779297,18.251399993896484,17.326515197753906
1675,013,30,16285,541,149,365,27,137,53,339,190,0.2754158964879852,0.43952802359882004,0.3386363636363636,0.20383036935704515,0.6746765249537893,47.9731559753418,40.0,30.535846710205078,30.0,39.649635314941406,34.5,12.739684104919434,12.190119743347168,12.168831825256348,11.217650413513184
1676,124,63,16375,41,35,6,0,109,25,169,134,0.8536585365853658,0.20710059171597633,0.3333333333333333,0.2,0.14634146341463414,46.85714340209961,51.0,11.0,10.0,30.266054153442383,33.0,41.85780334472656,40.93417739868164,51.76652145385742,54.42508316040039
1677,116,12,16336,291,116,175,0,99,1,216,100,0.39862542955326463,0.5370370370370371,0.45759368836291914,0.2966751918158568,0.6013745704467354,42.35919952392578,39.0,19.600000381469727,23.0,37.787879943847656,32.0,17.389423370361328,14.382048606872559,24.099380493164062,24.77444076538086
1678,123,15,16375,152,123,29,0,106,0,229,106,0.8092105263157895,0.537117903930131,0.6456692913385826,0.47674418604651164,0.19078947368421054,60.16802215576172,65.0,30.600574493408203,31.0,40.864776611328125,31.0,13.390456199645996,13.725610733032227,11.47049617767334,11.0125150680542
1679,106,70,16384,160,152,8,0,45,2,199,47,0.95,0.7638190954773869,0.8467966573816156,0.7342995169082126,0.05,40.09758377075195,38.5,29.375,28.5,33.79999923706055,29.0,12.868597030639648,12.004618167877197,13.695417404174805,12.97108268737793
1680,116,60,16366,258,111,147,0,60,0,171,60,0.43023255813953487,0.6491228070175439,0.5174825174825175,0.3490566037735849,0.5697674418604651,53.193695068359375,51.5,28.9569149017334,29.0,32.07500076293945,30.0,12.502626419067383,12.55350399017334,12.917470932006836,12.928862571716309
1681,116,7,16251,50,35,15,0,26,2,63,28,0.7,0.5555555555555556,0.6194690265486725,0.44871794871794873,0.3,44.371429443359375,40.0,34.400001525878906,34.0,42.5,38.0,19.939340591430664,19.596654891967773,18.086326599121094,19.01167869567871
1682,037,24,16381,0,0,0,0,4,57,61,61,,0.0,0.0,0.0,,,,,,1.75,1.0,,,,
1683,116,79,16350,174,138,36,0,86,4,228,90,0.7931034482758621,0.6052631578947368,0.6865671641791045,0.5227272727272727,0.20689655172413793,51.24275207519531,58.5,28.38888931274414,28.0,36.43992233276367,29.0,8.929116249084473,8.76948881149292,11.151721954345703,10.499088764190674
1684,106,21,16383,66,27,33,6,19,0,46,19,0.4090909090909091,0.5869565217391305,0.48214285714285715,0.3176470588235294,0.5,46.74074172973633,51.0,33.0,40.0,44.157894134521484,43.0,29.50433349609375,29.619901657104492,28.84651756286621,22.34024429321289
1685,116,58,16333,129,74,55,0,57,0,131,57,0.5736434108527132,0.5648854961832062,0.5692307692307692,0.3978494623655914,0.4263565891472868,56.9054069519043,59.250003814697266,24.345455169677734,25.0,35.92982482910156,34.0,17.46179962158203,15.56630277633667,19.892635345458984,19.757444381713867
1686,054,79,16382,110,69,41,0,89,172,330,261,0.6272727272727273,0.20909090909090908,0.31363636363636366,0.18598382749326145,0.37272727272727274,33.68115997314453,34.0,7.95121955871582,9.0,27.539325714111328,27.0,39.3513298034668,36.1910514831543,49.411598205566406,49.41255569458008
1687,034,1,16381,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1688,116,32,16376,154,131,23,0,45,0,176,45,0.8506493506493507,0.7443181818181818,0.793939393939394,0.6582914572864321,0.14935064935064934,43.40839767456055,37.5,27.913043975830078,29.0,33.088890075683594,29.5,11.897564888000488,11.884164810180664,12.817826271057129,13.246142387390137
1689,123,73,16368,44,10,34,0,61,41,112,102,0.22727272727272727,0.08928571428571429,0.1282051282051282,0.0684931506849315,0.7727272727272727,16.899999618530273,18.0,4.382352828979492,4.5,20.459016799926758,24.0,75.0606460571289,78.69679260253906,56.77631378173828,55.65232849121094
1690,038,19,16366,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1691,037,64,16383,0,0,0,0,9,8,17,17,,0.0,0.0,0.0,,,,,,50.24073791503906,51.333335876464844,,,,
1692,038,52,16358,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1693,054,15,16380,0,0,0,0,33,195,228,228,,0.0,0.0,0.0,,,,,,35.96702575683594,35.0,,,,
1694,106,30,16319,126,123,3,0,31,0,154,31,0.9761904761904762,0.7987012987012987,0.8785714285714286,0.7834394904458599,0.023809523809523808,46.42547607421875,45.0,33.33333206176758,36.0,31.169355392456055,29.5,12.084951400756836,11.855047225952148,11.31767749786377,10.87093448638916
1695,013,70,16381,300,128,167,5,89,32,249,121,0.4266666666666667,0.5140562248995983,0.4663023679417122,0.30403800475059384,0.5566666666666666,46.125,46.0,35.73952102661133,38.0,41.08988952636719,36.0,22.362916946411133,23.06431007385254,20.9550838470459,20.710094451904297
1696,034,36,16368,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1697,013,57,16384,173,41,94,38,31,0,72,31,0.23699421965317918,0.5694444444444444,0.3346938775510204,0.20098039215686275,0.5433526011560693,49.780487060546875,48.0,36.70212936401367,40.25,41.129032135009766,40.0,29.65566062927246,28.311203002929688,29.279905319213867,24.588851928710938
1698,013,20,16376,214,67,141,6,54,0,121,54,0.3130841121495327,0.5537190082644629,0.4,0.25,0.6588785046728972,48.15174102783203,43.0,31.352245330810547,32.0,39.88888931274414,32.0,13.542623519897461,13.710819244384766,12.44773006439209,11.708882331848145
1699,116,19,16342,172,77,95,0,53,63,193,116,0.4476744186046512,0.39896373056994816,0.42191780821917807,0.2673611111111111,0.5523255813953488,33.318180084228516,28.0,9.673684120178223,8.0,30.575471878051758,28.0,30.81507110595703,27.629268646240234,33.53061294555664,32.30025100708008
1700,054,41,16338,280,46,234,0,146,294,486,440,0.16428571428571428,0.09465020576131687,0.12010443864229765,0.06388888888888888,0.8357142857142857,43.625362396240234,42.0,28.371795654296875,29.0,31.338468551635742,30.5,12.003931045532227,12.751160144805908,11.999948501586914,11.75623369216919
